soolName,thumb_count,soolId,proof,is_recommend,month
만품 산삼가득,8,PR00000348,13.0,Y,4
만품 산삼가득,11,PR00000348,13.0,N,9
만품 산삼가득,17,PR00000348,13.0,N,10
만품 산삼가득,6,PR00000348,13.0,N,5
만품 산삼가득,10,PR00000348,13.0,N,4
맑은 문희주,9,PR00000273,13.0,N,2
맑은 문희주,8,PR00000273,13.0,Y,11
맑은 문희주,15,PR00000273,13.0,N,11
맑은 문희주,14,PR00000273,13.0,N,6
맑은 문희주,9,PR00000273,13.0,N,8
맑은 문희주,11,PR00000273,13.0,N,6
맑은 문희주,11,PR00000273,13.0,Y,1
맑은 문희주,8,PR00000273,13.0,N,7
맑은 문희주,13,PR00000273,13.0,N,1
맑은 문희주,18,PR00000273,13.0,N,10
맑은 문희주,16,PR00000273,13.0,N,2
맑은 문희주,14,PR00000273,13.0,N,8
맑은 문희주,12,PR00000273,13.0,N,6
맑은내일 발효 막걸리,7,PR00000107,7.0,N,7
맑은내일 발효 막걸리,8,PR00000107,7.0,N,1
맑은내일 발효 막걸리,15,PR00000107,7.0,N,10
맑은내일 발효 막걸리,18,PR00000107,7.0,N,7
맑은내일 발효 막걸리,11,PR00000107,7.0,Y,10
맑은내일 발효 막걸리,9,PR00000107,7.0,N,3
맑은내일 발효 막걸리,7,PR00000107,7.0,N,4
맑은내일 발효 막걸리,6,PR00000107,7.0,N,3
맑은내일 발효 막걸리,13,PR00000107,7.0,N,11
맑은내일 발효 막걸리,19,PR00000107,7.0,N,7
맑은내일 발효 막걸리,7,PR00000107,7.0,N,4
맑은내일 발효 막걸리,8,PR00000107,7.0,N,4
맑은내일 발효 막걸리,8,PR00000107,7.0,N,5
맑은내일 발효 막걸리,8,PR00000107,7.0,N,4
맑은내일 발효 막걸리,17,PR00000107,7.0,N,4
맑은내일 발효 막걸리,17,PR00000107,7.0,N,2
맑은내일 발효 막걸리,19,PR00000107,7.0,N,7
맑은내일 발효 막걸리,16,PR00000107,7.0,N,8
맑은내일 발효 막걸리,11,PR00000107,7.0,N,3
맑은내일 발효 막걸리,18,PR00000107,7.0,N,10
맑은내일 스파클링 막걸리,9,PR00000705,5.0,Y,10
맑은내일 스파클링 막걸리,10,PR00000705,5.0,N,10
맑은내일 스파클링 막걸리,10,PR00000705,5.0,N,6
맑은내일 스파클링 막걸리,11,PR00000705,5.0,N,10
맑은내일 스파클링 막걸리,8,PR00000705,5.0,N,1
맑은내일 스파클링 막걸리,18,PR00000705,5.0,N,4
맑은내일 스파클링 막걸리,10,PR00000705,5.0,N,3
맑은내일 스파클링 막걸리,17,PR00000705,5.0,Y,1
맑은내일 스파클링 막걸리,12,PR00000705,5.0,N,6
맑은내일 스파클링 막걸리,7,PR00000705,5.0,N,12
맑은내일 스파클링 막걸리,6,PR00000705,5.0,N,3
맑은내일 스파클링 막걸리,9,PR00000705,5.0,Y,11
맑은내일 스파클링 막걸리,7,PR00000705,5.0,N,6
맑은내일 스파클링 막걸리,8,PR00000705,5.0,N,1
맑은내일 스파클링 막걸리,13,PR00000705,5.0,N,5
맑은내일 우포,7,PR00000272,12.0,N,7
맑은내일 우포,18,PR00000272,12.0,N,12
맑은내일 우포,13,PR00000272,12.0,Y,11
맑은내일 우포,12,PR00000272,12.0,N,10
맑은내일 우포,19,PR00000272,12.0,N,10
맑은바당,13,PR00000293,15.0,Y,2
맑은바당,13,PR00000293,15.0,N,4
맑은바당,14,PR00000293,15.0,N,4
맑은바당,19,PR00000293,15.0,N,8
맑은바당,7,PR00000293,15.0,N,5
맑은바당,11,PR00000293,15.0,N,9
맑은바당,15,PR00000293,15.0,N,1
맑은바당,16,PR00000293,15.0,N,4
맑은바당,10,PR00000293,15.0,Y,11
맑은바당,15,PR00000293,15.0,N,3
맑은바당,16,PR00000293,15.0,N,8
맑은바당,15,PR00000293,15.0,N,8
맑은바당,8,PR00000293,15.0,N,8
맑은바당,11,PR00000293,15.0,N,4
맑은바당,16,PR00000293,15.0,N,4
맑은바당,14,PR00000293,15.0,N,6
맑은바당,18,PR00000293,15.0,N,10
맑은바당,6,PR00000293,15.0,N,4
맑은바당,18,PR00000293,15.0,N,11
맑은바당,13,PR00000293,15.0,N,8
맑은술 해밀,10,PR00000271,15.0,N,10
맑은술 해밀,10,PR00000271,15.0,N,10
맑은술 해밀,7,PR00000271,15.0,N,1
맑은술 해밀,15,PR00000271,15.0,N,7
맑은술 해밀,9,PR00000271,15.0,N,12
맑은술 해밀,14,PR00000271,15.0,N,5
맑은술 해밀,11,PR00000271,15.0,N,11
맑은술 해밀,8,PR00000271,15.0,N,2
맑은술 해밀,19,PR00000271,15.0,Y,12
맑은술 해밀,6,PR00000271,15.0,Y,10
맑은술 해밀,9,PR00000271,15.0,N,5
맑은술 해밀,6,PR00000271,15.0,N,2
맑은술 해밀,12,PR00000271,15.0,N,9
맑은술 해밀,19,PR00000271,15.0,Y,11
맑은술 해밀,10,PR00000271,15.0,N,5
맑은술 해밀,14,PR00000271,15.0,N,8
맑은술 해밀,12,PR00000271,15.0,N,11
맑은술 해밀,13,PR00000271,15.0,N,12
맑은술 해밀,15,PR00000271,15.0,N,8
맑은술 해밀,16,PR00000271,15.0,N,8
매실 막걸리,13,PR00000082,7.0,N,5
매실 막걸리,13,PR00000082,7.0,N,3
매실 막걸리,8,PR00000082,7.0,Y,6
매실 막걸리,13,PR00000082,7.0,Y,9
매실 막걸리,9,PR00000082,7.0,N,1
매실 막걸리,6,PR00000082,7.0,N,4
매실 막걸리,18,PR00000082,7.0,N,3
매실 막걸리,6,PR00000082,7.0,N,3
매실 막걸리,13,PR00000082,7.0,N,4
매실 막걸리,14,PR00000082,7.0,N,7
매실 막걸리,6,PR00000082,7.0,N,3
매실 막걸리,8,PR00000082,7.0,N,3
매실 막걸리,11,PR00000082,7.0,N,3
매실 막걸리,9,PR00000082,7.0,N,4
매실 막걸리,12,PR00000082,7.0,N,1
매실 막걸리,11,PR00000082,7.0,Y,6
매실 막걸리,7,PR00000082,7.0,N,3
매실 막걸리,15,PR00000082,7.0,N,9
매실 막걸리,19,PR00000082,7.0,Y,3
매실 막걸리,6,PR00000082,7.0,N,10
매실원주 허니,10,PR00000653,13.0,N,10
매실원주 허니,11,PR00000653,13.0,N,10
매실원주 허니,7,PR00000653,13.0,N,10
매실원주 허니,12,PR00000653,13.0,N,3
매실원주 허니,13,PR00000653,13.0,N,12
매실원주 허니,18,PR00000653,13.0,N,10
매실원주 허니,11,PR00000653,13.0,N,11
매실원주 허니,6,PR00000653,13.0,N,10
매실원주 허니,14,PR00000653,13.0,N,3
매실원주 허니,11,PR00000653,13.0,Y,11
매실원주 허니,12,PR00000653,13.0,Y,11
매실원주 허니,11,PR00000653,13.0,N,10
매실원주 허니,9,PR00000653,13.0,N,11
매실원주 허니,16,PR00000653,13.0,N,12
매실원주 허니,12,PR00000653,13.0,N,11
매실원주 허니,18,PR00000653,13.0,N,12
매실원주 허니,19,PR00000653,13.0,Y,11
매실원주 허니,14,PR00000653,13.0,N,10
매실원주 허니,17,PR00000653,13.0,N,10
매실원주 허니,11,PR00000653,13.0,Y,10
매실탁테일,10,PR00000641,7.0,N,5
매실탁테일,16,PR00000641,7.0,N,3
매실탁테일,10,PR00000641,7.0,N,2
매실탁테일,8,PR00000641,7.0,N,6
매실탁테일,10,PR00000641,7.0,N,6
매실탁테일,10,PR00000641,7.0,Y,3
매실탁테일,16,PR00000641,7.0,N,6
매실탁테일,19,PR00000641,7.0,N,11
매실탁테일,7,PR00000641,7.0,N,11
매실탁테일,8,PR00000641,7.0,N,7
매실탁테일,14,PR00000641,7.0,N,4
매실탁테일,12,PR00000641,7.0,N,5
매실탁테일,8,PR00000641,7.0,N,4
매실탁테일,6,PR00000641,7.0,N,10
매실탁테일,14,PR00000641,7.0,N,2
매실탁테일,19,PR00000641,7.0,Y,8
매실탁테일,10,PR00000641,7.0,N,8
매실탁테일,19,PR00000641,7.0,N,5
매실탁테일,17,PR00000641,7.0,N,6
매실탁테일,18,PR00000641,7.0,Y,1
매실향기 담은 술,13,PR00000270,14.0,N,3
매실향기 담은 술,16,PR00000270,14.0,N,2
매실향기 담은 술,10,PR00000270,14.0,N,6
매실향기 담은 술,19,PR00000270,14.0,N,6
매실향기 담은 술,19,PR00000270,14.0,N,4
매실향기 담은 술,13,PR00000270,14.0,N,2
매실향기 담은 술,19,PR00000270,14.0,Y,7
매실향기 담은 술,12,PR00000270,14.0,N,2
매실향기 담은 술,9,PR00000270,14.0,N,2
매실향기 담은 술,12,PR00000270,14.0,N,2
매실향기 담은 술,11,PR00000270,14.0,N,9
매실향기 담은 술,15,PR00000270,14.0,Y,6
매실향기 담은 술,9,PR00000270,14.0,N,5
매실향기 담은 술,11,PR00000270,14.0,N,3
매실향기 담은 술,9,PR00000270,14.0,N,7
매실향기 담은 술,9,PR00000270,14.0,N,3
매실향기 담은 술,7,PR00000270,14.0,Y,6
매실향기 담은 술,18,PR00000270,14.0,N,5
매실향기 담은 술,8,PR00000270,14.0,N,6
매실향기 담은 술,14,PR00000270,14.0,Y,2
매아랑,7,PR00000636,10.7,N,1
매아랑,13,PR00000636,10.7,N,2
매아랑,10,PR00000636,10.7,N,10
매아랑,19,PR00000636,10.7,N,2
매아랑,14,PR00000636,10.7,N,5
매아랑,16,PR00000636,10.7,N,10
매아랑,7,PR00000636,10.7,N,5
매아랑,14,PR00000636,10.7,N,7
매아랑,17,PR00000636,10.7,N,11
매아랑,9,PR00000636,10.7,N,5
매아랑,8,PR00000636,10.7,N,9
매아랑,6,PR00000636,10.7,N,3
매아랑,16,PR00000636,10.7,N,2
매아랑,10,PR00000636,10.7,N,5
매아랑,16,PR00000636,10.7,N,3
매아랑,15,PR00000636,10.7,N,4
매아랑,10,PR00000636,10.7,N,3
매아랑,9,PR00000636,10.7,N,3
매아랑,16,PR00000636,10.7,N,7
매아랑,12,PR00000636,10.7,N,8
매화마름 호랑이 막걸리,6,PR00000196,7.0,Y,3
매화마름 호랑이 막걸리,6,PR00000196,7.0,Y,6
매화마름 호랑이 막걸리,7,PR00000196,7.0,N,8
매화마름 호랑이 막걸리,7,PR00000196,7.0,Y,11
매화마름 호랑이 막걸리,18,PR00000196,7.0,Y,7
매화마름 호랑이 막걸리,11,PR00000196,7.0,N,2
매화마름 호랑이 막걸리,14,PR00000196,7.0,N,3
매화마름 호랑이 막걸리,11,PR00000196,7.0,Y,12
매화마름 호랑이 막걸리,13,PR00000196,7.0,N,8
매화마름 호랑이 막걸리,11,PR00000196,7.0,N,3
매화마름 호랑이 막걸리,9,PR00000196,7.0,N,3
매화마름 호랑이 막걸리,15,PR00000196,7.0,Y,9
매화마름 호랑이 막걸리,19,PR00000196,7.0,N,3
매화마름 호랑이 막걸리,8,PR00000196,7.0,N,3
매화마름 호랑이 막걸리,12,PR00000196,7.0,N,7
매화마름 호랑이 막걸리,9,PR00000196,7.0,N,4
매화마름 호랑이 막걸리,9,PR00000196,7.0,N,8
매화마름 호랑이 막걸리,16,PR00000196,7.0,N,11
매화마름 호랑이 막걸리,16,PR00000196,7.0,N,10
매화마름 호랑이 막걸리,12,PR00000196,7.0,N,12
머루이야기,8,PR00000469,12.0,N,5
머루이야기,11,PR00000469,12.0,N,10
머루이야기,9,PR00000469,12.0,N,8
머루이야기,16,PR00000469,12.0,N,4
머루이야기,10,PR00000469,12.0,Y,6
머루이야기,6,PR00000469,12.0,N,3
머루이야기,8,PR00000469,12.0,N,9
머루이야기,17,PR00000469,12.0,N,8
머루이야기,17,PR00000469,12.0,N,4
머루이야기,16,PR00000469,12.0,N,6
머루이야기,10,PR00000469,12.0,N,8
머루이야기,7,PR00000469,12.0,N,4
머루이야기,9,PR00000469,12.0,N,8
머루이야기,15,PR00000469,12.0,Y,7
머루이야기,8,PR00000469,12.0,Y,7
머루이야기,7,PR00000469,12.0,N,12
머루이야기,14,PR00000469,12.0,N,9
머루이야기,7,PR00000469,12.0,N,4
머루이야기,11,PR00000469,12.0,N,8
머루이야기,17,PR00000469,12.0,N,6
메로니아,7,PR00000151,4.0,N,6
메로니아,18,PR00000151,4.0,Y,8
메로니아,14,PR00000151,4.0,N,11
메로니아,18,PR00000151,4.0,N,6
메로니아,11,PR00000151,4.0,N,10
메로니아,17,PR00000151,4.0,N,10
메로니아,8,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,15,PR00000151,4.0,N,1
메로니아,16,PR00000151,4.0,Y,10
메로니아,17,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,7,PR00000151,4.0,N,3
메로니아,6,PR00000151,4.0,N,2
메로니아,7,PR00000151,4.0,N,7
메로니아,10,PR00000151,4.0,N,7
메로니아,19,PR00000151,4.0,N,5
메로니아,13,PR00000151,4.0,N,11
메로니아,8,PR00000151,4.0,N,10
메로니아,7,PR00000151,4.0,N,6
메로니아,18,PR00000151,4.0,Y,8
메로니아,14,PR00000151,4.0,N,11
메로니아,18,PR00000151,4.0,N,6
메로니아,11,PR00000151,4.0,N,10
메로니아,17,PR00000151,4.0,N,10
메로니아,8,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,15,PR00000151,4.0,N,1
메로니아,16,PR00000151,4.0,Y,10
메로니아,17,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,13,PR00000151,4.0,N,10
메로니아,7,PR00000151,4.0,N,3
메로니아,6,PR00000151,4.0,N,2
메로니아,7,PR00000151,4.0,N,7
메로니아,10,PR00000151,4.0,N,7
메로니아,19,PR00000151,4.0,N,5
메로니아,13,PR00000151,4.0,N,11
메로니아,8,PR00000151,4.0,N,10
메밀로,19,PR00000495,45.0,N,10
메밀로,12,PR00000495,45.0,N,7
메밀로,18,PR00000495,45.0,N,5
메밀로,15,PR00000495,45.0,Y,8
메밀로,8,PR00000495,45.0,N,8
메밀로,18,PR00000495,45.0,N,7
메밀로,14,PR00000495,45.0,N,8
메밀로,15,PR00000495,45.0,N,10
메밀로,9,PR00000495,45.0,N,5
메밀로,17,PR00000495,45.0,Y,8
메밀로,14,PR00000495,45.0,Y,7
메밀로,15,PR00000495,45.0,Y,5
메밀로,10,PR00000495,45.0,N,8
메밀로,11,PR00000495,45.0,N,8
메밀로,11,PR00000495,45.0,Y,9
메밀로,9,PR00000495,45.0,N,8
메밀로,17,PR00000495,45.0,Y,8
메밀로,19,PR00000495,45.0,N,7
메밀로,16,PR00000495,45.0,N,10
메밀로,12,PR00000495,45.0,N,7
메밀이슬,8,PR00000522,40.0,N,9
메밀이슬,16,PR00000522,40.0,Y,8
메밀이슬,17,PR00000522,40.0,N,8
메밀이슬,16,PR00000522,40.0,N,10
메밀이슬,12,PR00000522,40.0,Y,10
메밀이슬,7,PR00000522,40.0,N,9
메밀이슬,13,PR00000522,40.0,N,9
메밀이슬,19,PR00000522,40.0,N,10
메밀이슬,19,PR00000522,40.0,N,1
메밀이슬,15,PR00000522,40.0,N,2
메밀이슬,12,PR00000522,40.0,N,9
메밀이슬,13,PR00000522,40.0,N,9
메밀이슬,16,PR00000522,40.0,N,9
메밀이슬,8,PR00000522,40.0,N,2
메밀이슬,18,PR00000522,40.0,N,10
메밀이슬,8,PR00000522,40.0,N,9
메밀이슬,13,PR00000522,40.0,N,7
메밀이슬,18,PR00000522,40.0,N,10
메밀이슬,9,PR00000522,40.0,N,10
메밀이슬,10,PR00000522,40.0,Y,3
면천두견주,13,PR00000352,18.0,N,3
면천두견주,11,PR00000352,18.0,N,4
면천두견주,16,PR00000352,18.0,N,2
면천두견주,17,PR00000352,18.0,N,3
면천두견주,11,PR00000352,18.0,N,8
면천두견주,12,PR00000352,18.0,N,12
면천두견주,13,PR00000352,18.0,N,2
면천두견주,19,PR00000352,18.0,Y,1
면천두견주,11,PR00000352,18.0,N,5
면천두견주,15,PR00000352,18.0,N,10
면천두견주,9,PR00000352,18.0,N,2
면천두견주,12,PR00000352,18.0,N,11
면천두견주,6,PR00000352,18.0,N,3
면천두견주,9,PR00000352,18.0,N,4
면천두견주,13,PR00000352,18.0,N,11
면천두견주,8,PR00000352,18.0,Y,3
면천두견주,7,PR00000352,18.0,Y,1
면천두견주,8,PR00000352,18.0,N,11
면천두견주,17,PR00000352,18.0,N,3
면천두견주,17,PR00000352,18.0,N,9
면천두견주 360,18,PR00000269,18.0,Y,1
면천두견주 360,13,PR00000269,18.0,N,7
면천두견주 360,7,PR00000269,18.0,Y,12
면천두견주 360,6,PR00000269,18.0,N,10
면천두견주 360,18,PR00000269,18.0,Y,1
면천두견주 360,13,PR00000269,18.0,N,7
면천두견주 360,7,PR00000269,18.0,Y,12
면천두견주 360,6,PR00000269,18.0,N,10
면천두견주 700,13,PR00000268,18.0,N,10
면천두견주 700,19,PR00000268,18.0,N,10
명가원 복분자술,8,PR00000381,16.0,N,5
명가원 복분자술,9,PR00000381,16.0,N,6
명가원 복분자술,10,PR00000381,16.0,N,4
명가원 복분자술,17,PR00000381,16.0,N,10
명가원 복분자술,10,PR00000381,16.0,N,2
명가원 복분자술,9,PR00000381,16.0,N,9
명가원 복분자술,8,PR00000381,16.0,Y,4
명가원 복분자술,16,PR00000381,16.0,N,10
명가원 복분자술,16,PR00000381,16.0,N,3
명가원 복분자술,12,PR00000381,16.0,N,1
명랑 스컬,14,PR00000528,17.0,N,6
명랑 스컬,14,PR00000528,17.0,Y,8
명랑 스컬,13,PR00000528,17.0,N,6
명랑 스컬,7,PR00000528,17.0,N,9
명랑 스컬,13,PR00000528,17.0,Y,7
명랑 스컬,8,PR00000528,17.0,N,3
명랑 스컬,17,PR00000528,17.0,Y,7
명랑 스컬,19,PR00000528,17.0,N,6
명랑 스컬,18,PR00000528,17.0,N,2
명랑 스컬,8,PR00000528,17.0,N,12
명랑 스컬,6,PR00000528,17.0,Y,4
명랑 스컬,6,PR00000528,17.0,N,8
명랑 스컬,6,PR00000528,17.0,N,8
명랑 스컬,16,PR00000528,17.0,N,7
명랑 스컬,17,PR00000528,17.0,N,4
명랑 스컬,14,PR00000528,17.0,Y,3
명랑 스컬,11,PR00000528,17.0,N,4
명랑 스컬,18,PR00000528,17.0,N,7
명랑 스컬,19,PR00000528,17.0,N,7
명랑 스컬,10,PR00000528,17.0,N,7
명인 안동소주,7,PR00000565,45.0,N,9
명인 안동소주,9,PR00000565,45.0,N,7
명인 안동소주,17,PR00000565,45.0,N,8
명인 안동소주,9,PR00000565,45.0,Y,4
명인 안동소주,12,PR00000565,45.0,N,2
명인 안동소주,10,PR00000565,45.0,N,7
명인 안동소주,11,PR00000565,45.0,N,10
명인 안동소주,8,PR00000565,45.0,N,8
명인 안동소주,10,PR00000565,45.0,Y,9
명인 안동소주,8,PR00000565,45.0,N,2
명인 안동소주,6,PR00000565,45.0,N,1
명인 안동소주,7,PR00000565,45.0,N,3
명인 안동소주,9,PR00000565,45.0,N,11
명인 안동소주,10,PR00000565,45.0,Y,8
명인 안동소주,12,PR00000565,45.0,N,11
명인 안동소주,12,PR00000565,45.0,Y,4
명인 안동소주,17,PR00000565,45.0,N,10
명인 안동소주,19,PR00000565,45.0,N,9
명인 안동소주,9,PR00000565,45.0,N,12
명인 안동소주,13,PR00000565,45.0,N,10
명인 안동소주 22%,6,PR00000563,22.0,N,3
명인 안동소주 22%,8,PR00000563,22.0,N,2
명인 안동소주 22%,17,PR00000563,22.0,Y,10
명인 안동소주 22%,6,PR00000563,22.0,N,12
명인 안동소주 22%,7,PR00000563,22.0,N,7
명인 안동소주 22%,13,PR00000563,22.0,N,7
명인 안동소주 22%,19,PR00000563,22.0,Y,9
명인 안동소주 22%,13,PR00000563,22.0,N,6
명인 안동소주 22%,15,PR00000563,22.0,N,8
명인 안동소주 22%,6,PR00000563,22.0,N,1
명인 안동소주 22%,19,PR00000563,22.0,N,1
명인 안동소주 22%,14,PR00000563,22.0,N,7
명인 안동소주 22%,6,PR00000563,22.0,N,2
명인 안동소주 22%,7,PR00000563,22.0,N,11
명인 안동소주 22%,7,PR00000563,22.0,N,11
명인 안동소주 22%,14,PR00000563,22.0,N,10
명인 안동소주 22%,16,PR00000563,22.0,N,12
명인 안동소주 22%,9,PR00000563,22.0,N,11
명인 안동소주 22%,17,PR00000563,22.0,N,5
명인 안동소주 22%,11,PR00000563,22.0,N,11
명인 안동소주 양반탈,6,PR00000493,45.0,N,1
명인 안동소주 양반탈,17,PR00000493,45.0,N,8
명인 안동소주 양반탈,10,PR00000493,45.0,N,9
명인 안동소주 양반탈,13,PR00000493,45.0,N,1
명인 안동소주 양반탈,10,PR00000493,45.0,Y,8
명인 안동소주 양반탈,9,PR00000493,45.0,N,3
명인 안동소주 양반탈,18,PR00000493,45.0,Y,12
명인 안동소주 양반탈,18,PR00000493,45.0,Y,1
명인 안동소주 양반탈,18,PR00000493,45.0,N,4
명인 안동소주 양반탈,18,PR00000493,45.0,N,9
명인 안동소주 양반탈,14,PR00000493,45.0,N,1
명인 안동소주 양반탈,7,PR00000493,45.0,N,1
명인 안동소주 양반탈,9,PR00000493,45.0,N,11
명인 안동소주 양반탈,17,PR00000493,45.0,Y,11
명인 안동소주 양반탈,8,PR00000493,45.0,N,11
명인 안동소주 양반탈,6,PR00000493,45.0,N,8
명인 안동소주 양반탈,18,PR00000493,45.0,N,7
명인 안동소주 양반탈,15,PR00000493,45.0,N,12
명인 안동소주 양반탈,10,PR00000493,45.0,N,8
명인 안동소주 양반탈,18,PR00000493,45.0,Y,3
명인 안동소주 하회탈,9,PR00000564,45.0,N,9
명인 안동소주 하회탈,11,PR00000564,45.0,N,10
명인 안동소주 하회탈,12,PR00000564,45.0,N,2
명인 안동소주 하회탈,7,PR00000564,45.0,N,9
명인 안동소주 하회탈,8,PR00000564,45.0,N,8
명인 안동소주 하회탈,10,PR00000564,45.0,N,10
명인 안동소주 하회탈,10,PR00000564,45.0,N,9
명인 안동소주 하회탈,18,PR00000564,45.0,Y,12
명인 안동소주 하회탈,13,PR00000564,45.0,N,6
명인 안동소주 하회탈,10,PR00000564,45.0,N,11
명인 안동소주 하회탈,19,PR00000564,45.0,Y,3
명인 안동소주 하회탈,9,PR00000564,45.0,N,8
명인 안동소주 하회탈,18,PR00000564,45.0,Y,1
명인 안동소주 하회탈,18,PR00000564,45.0,N,8
명인 안동소주 하회탈,14,PR00000564,45.0,N,3
명인 안동소주 하회탈,11,PR00000564,45.0,N,10
명인 안동소주 하회탈,12,PR00000564,45.0,N,9
명인 안동소주 하회탈,14,PR00000564,45.0,N,12
명인 안동소주 하회탈,10,PR00000564,45.0,N,11
명인 안동소주 하회탈,11,PR00000564,45.0,N,4
명인 안동소주 호리병,14,PR00000494,45.0,Y,1
명인 안동소주 호리병,11,PR00000494,45.0,N,10
명인 안동소주 호리병,10,PR00000494,45.0,Y,9
명인 안동소주 호리병,12,PR00000494,45.0,N,2
명인 안동소주 호리병,14,PR00000494,45.0,N,3
명인 안동소주 호리병,7,PR00000494,45.0,N,3
명인 안동소주 호리병,9,PR00000494,45.0,Y,9
명인 안동소주 호리병,12,PR00000494,45.0,Y,4
명인 안동소주 호리병,13,PR00000494,45.0,N,9
명인 안동소주 호리병,11,PR00000494,45.0,Y,3
명인 안동소주 호리병,19,PR00000494,45.0,N,1
명인 안동소주 호리병,18,PR00000494,45.0,Y,1
명인 안동소주 호리병,13,PR00000494,45.0,N,1
명인 안동소주 호리병,17,PR00000494,45.0,N,10
명인 안동소주 호리병,19,PR00000494,45.0,Y,3
명인 안동소주 호리병,13,PR00000494,45.0,N,3
명인 안동소주 호리병,9,PR00000494,45.0,N,3
명인 안동소주 호리병,18,PR00000494,45.0,N,4
명인 안동소주 호리병,12,PR00000494,45.0,N,1
명인 안동소주 호리병,9,PR00000494,45.0,N,4
명인 홍삼주,8,PR00000266,12.5,N,2
명인 홍삼주,6,PR00000266,12.5,N,5
명인 홍삼주,8,PR00000266,12.5,N,9
명인 홍삼주,6,PR00000266,12.5,N,8
명인 홍삼주,10,PR00000266,12.5,Y,1
명인 홍삼주,12,PR00000266,12.5,N,3
명인 홍삼주,6,PR00000266,12.5,N,9
명인 홍삼주,18,PR00000266,12.5,N,7
명인 홍삼주,18,PR00000266,12.5,Y,3
명인 홍삼주,15,PR00000266,12.5,N,3
명인 홍삼주,10,PR00000266,12.5,N,11
명인 홍삼주,17,PR00000266,12.5,N,2
명인 홍삼주,10,PR00000266,12.5,N,9
명인 홍삼주,8,PR00000266,12.5,N,10
명인 홍삼주,13,PR00000266,12.5,N,10
명인 홍삼주,11,PR00000266,12.5,Y,2
명인 홍삼주,6,PR00000266,12.5,N,7
명인 홍삼주,7,PR00000266,12.5,N,3
명인 홍삼주,17,PR00000266,12.5,N,7
명인 홍삼주,8,PR00000266,12.5,Y,2
"명인안동소주 35%, 45%",13,PR00000577,22.0,N,6
"명인안동소주 35%, 45%",9,PR00000577,22.0,N,11
"명인안동소주 35%, 45%",8,PR00000577,22.0,N,5
"명인안동소주 35%, 45%",7,PR00000577,22.0,N,11
"명인안동소주 35%, 45%",14,PR00000577,22.0,N,7
"명인안동소주 35%, 45%",7,PR00000577,22.0,N,11
"명인안동소주 35%, 45%",12,PR00000577,22.0,N,8
"명인안동소주 35%, 45%",7,PR00000577,22.0,N,5
"명인안동소주 35%, 45%",7,PR00000577,22.0,N,9
명작복분자,16,PR00000470,13.0,Y,7
명작복분자,14,PR00000470,13.0,N,7
명작복분자,8,PR00000470,13.0,N,8
명작복분자,11,PR00000470,13.0,N,6
명작복분자,17,PR00000470,13.0,Y,6
명작복분자,7,PR00000470,13.0,N,6
명작복분자,7,PR00000470,13.0,N,1
명작복분자,7,PR00000470,13.0,N,6
명작복분자,14,PR00000470,13.0,N,6
명작복분자,6,PR00000470,13.0,N,11
명작복분자,7,PR00000470,13.0,N,1
모든날에,11,PR00000261,15.0,N,9
모든날에,17,PR00000261,15.0,N,9
모든날에,16,PR00000261,15.0,N,10
모든날에,16,PR00000261,15.0,Y,3
모든날에,7,PR00000261,15.0,N,3
모든날에,9,PR00000261,15.0,Y,5
모든날에,8,PR00000261,15.0,N,6
모든날에,6,PR00000261,15.0,N,10
모든날에,7,PR00000261,15.0,N,9
모든날에,19,PR00000261,15.0,Y,2
모든날에,19,PR00000261,15.0,N,3
모든날에,10,PR00000261,15.0,N,12
모든날에,15,PR00000261,15.0,Y,8
모든날에,15,PR00000261,15.0,Y,8
모든날에,7,PR00000261,15.0,N,7
모든날에,7,PR00000261,15.0,N,5
모든날에,13,PR00000261,15.0,Y,10
모든날에,11,PR00000261,15.0,N,12
모든날에,8,PR00000261,15.0,N,9
모든날에,8,PR00000261,15.0,N,9
모리,17,PR00000684,19.0,N,9
모리,12,PR00000684,19.0,N,7
모리,8,PR00000684,19.0,N,9
모리,17,PR00000684,19.0,Y,8
모리,14,PR00000684,19.0,N,9
모리,14,PR00000684,19.0,N,9
모리,19,PR00000684,19.0,N,6
모리,8,PR00000684,19.0,Y,11
모리,17,PR00000684,19.0,N,10
모리,11,PR00000684,19.0,N,10
모리,11,PR00000684,19.0,N,6
모리,9,PR00000684,19.0,N,9
모리,14,PR00000684,19.0,N,8
모리,12,PR00000684,19.0,N,9
모리,10,PR00000684,19.0,N,5
모리,18,PR00000684,19.0,Y,9
모리,10,PR00000684,19.0,N,8
모리,13,PR00000684,19.0,N,4
모리,9,PR00000684,19.0,N,10
모리,11,PR00000684,19.0,N,9
모월 로,19,PR00000697,25.0,Y,10
모월 로,18,PR00000697,25.0,N,10
모월 로,7,PR00000697,25.0,N,10
모월 로,10,PR00000697,25.0,N,10
모월 로,14,PR00000697,25.0,N,10
모월 로,15,PR00000697,25.0,Y,9
모월 로,18,PR00000697,25.0,N,9
모월 로,13,PR00000697,25.0,N,10
